id,n_numbers,range,std,count_small,count_large,count_duplicates,count_even,count_odd,count_div_2,count_div_3,count_div_5,count_div_7,count_primes,distance_simple,distance_max,distance_avg,easy_pairs,log_target,expr_depth,count_add,count_sub,count_mul,count_div,noncomm_ops,numbers,target,solution
148,4,54,25.024987512484397,1,2,0,1,3,1,1,1,1,2,79,15,35.75,0,1.8692317197309762,3,0,2,1,0,2,"[5, 56, 33, 59]",74,((5 * (59 - 33)) - 56)
149,4,58,25.006665778014735,1,1,0,0,4,0,2,1,1,2,88,39,4.0,2,1.380211241711606,2,1,2,0,0,2,"[17, 63, 5, 27]",24,((63 - 17) + (5 - 27))
150,4,63,25.800516790689805,0,2,0,2,2,2,1,1,1,1,127,4,27.5,0,1.8976270912904414,3,1,1,0,1,2,"[49, 54, 20, 83]",79,((20 / (49 - 54)) + 83)
151,3,52,26.229754097208,1,1,0,3,0,3,1,0,0,0,52,20,8.0,0,1.5797835966168101,2,1,1,0,0,1,"[6, 26, 58]",38,((6 - 26) + 58)
152,3,55,27.75487945088815,0,1,0,2,1,2,1,0,0,1,110,55,25.333333333333336,1,1.2304489213782739,2,1,1,0,0,1,"[17, 72, 38]",17,(72 - (17 + 38))
153,4,31,13.425721582097552,0,4,0,3,1,3,1,1,1,0,193,4,16.25,0,1.9344984512435677,3,1,1,0,1,2,"[76, 82, 70, 51]",86,((76 / (70 - 51)) + 82)
154,3,80,40.149719799769464,1,2,0,3,0,3,1,0,0,0,116,58,20.0,0,1.4471580313422192,2,1,1,0,0,1,"[52, 6, 86]",28,(86 - (52 + 6))
155,4,25,11.73314393786536,0,4,0,2,2,2,1,0,0,1,230,32,24.5,1,1.6434526764861874,2,0,2,1,0,2,"[51, 74, 76, 73]",44,((51 - 73) * (74 - 76))
156,3,29,15.307950004273378,1,0,0,1,2,1,1,0,1,2,1,19,36.33333333333333,1,1.7403626894942439,2,0,1,1,0,1,"[7, 13, 36]",55,((7 * 13) - 36)
157,3,36,19.974984355438178,0,1,0,2,1,2,3,1,1,0,139,52,29.0,1,1.414973347970818,2,0,1,0,1,2,"[78, 45, 42]",26,(78 / (45 - 42))
158,4,68,28.616720054308576,1,1,0,3,1,3,1,1,1,1,98,47,7.25,2,1.3617278360175928,2,1,2,0,0,2,"[2, 27, 70, 22]",23,((2 - 27) + (70 - 22))
159,4,39,16.439282222773596,0,1,0,1,3,1,3,0,0,1,88,12,7.25,0,1.591064607026499,3,0,2,0,1,3,"[27, 51, 12, 37]",39,(37 - ((27 - 51) / 12))
160,4,83,36.26752449965855,1,2,0,2,2,2,2,1,0,0,177,49,12.0,1,1.6334684555795866,3,1,1,0,1,2,"[45, 9, 74, 92]",43,(45 + ((74 - 92) / 9))
161,4,50,23.59908190304586,0,2,0,3,1,3,1,1,1,0,136,43,18.25,0,1.3222192947339193,2,1,2,0,0,2,"[14, 64, 25, 54]",21,((64 - 14) + (25 - 54))
162,3,14,7.211102550927978,0,2,0,3,0,3,1,0,0,0,145,47,41.0,0,1.041392685158225,2,0,1,0,1,2,"[58, 54, 44]",11,(44 / (58 - 54))
163,3,48,24.06241883103193,1,1,0,1,2,1,3,0,0,0,41,4,27.0,1,1.7853298350107671,2,1,0,0,1,1,"[36, 9, 57]",61,((36 / 9) + 57)
164,4,65,33.49004827308156,0,2,0,3,1,3,2,0,1,0,85,13,46.25,2,1.9542425094393248,3,0,2,1,0,2,"[12, 77, 68, 18]",90,((12 * (77 - 68)) - 18)
165,3,44,22.479620400116488,0,1,0,0,3,0,0,0,0,3,46,14,38.666666666666664,2,1.9084850188786497,2,1,1,0,0,1,"[23, 67, 37]",81,((67 - 23) + 37)
166,4,91,42.01091128107871,1,1,0,3,1,3,2,0,0,1,76,32,29.75,1,1.8129133566428555,3,2,1,0,0,1,"[26, 12, 97, 6]",65,((97 - (26 + 12)) + 6)
167,3,30,16.072751268321593,0,0,0,2,1,2,1,0,1,0,42,5,13.333333333333332,0,1.6127838567197355,2,1,1,0,0,1,"[16, 21, 46]",41,((16 - 21) + 46)
168,3,10,5.291502622129181,0,0,0,3,0,3,1,0,0,0,68,2,8.0,2,1.662757831681574,2,1,1,0,0,1,"[36, 44, 34]",46,((36 + 44) - 34)
169,4,68,30.576407026769292,0,2,0,3,1,3,1,2,0,1,180,69,30.75,2,1.2787536009528289,2,0,1,1,1,2,"[60, 20, 31, 88]",19,((20 / 60) * (88 - 31))
170,4,73,40.45161719058131,1,2,0,2,2,2,2,0,0,1,123,26,10.5,0,1.7403626894942439,3,1,1,1,0,1,"[11, 81, 8, 78]",55,(11 * ((8 - 81) + 78))
171,4,66,27.63451947595012,0,1,0,4,0,4,2,1,0,0,129,45,7.5,2,1.5185139398778875,2,1,0,0,2,2,"[40, 78, 12, 32]",33,((78 + 32) / (40 / 12))
172,4,56,22.881943390659224,0,3,0,1,3,1,0,0,0,3,186,58,30.75,0,1.3222192947339193,3,1,1,0,1,2,"[53, 52, 79, 23]",21,((52 / (53 - 79)) + 23)
173,4,47,20.1886932051912,0,3,0,1,3,1,2,1,0,0,162,4,17.25,1,1.8864907251724818,2,2,1,0,0,1,"[69, 34, 55, 81]",77,((69 + 34) + (55 - 81))
174,4,71,33.86615813266493,1,2,0,3,1,3,1,1,0,0,156,40,12.75,0,1.5440680443502757,3,2,1,0,0,1,"[74, 4, 75, 38]",35,((75 - (74 + 4)) + 38)
175,4,31,13.4412301024373,0,3,0,2,2,2,1,1,1,2,158,19,34.0,0,1.9912260756924949,2,2,1,0,0,1,"[79, 48, 59, 70]",98,((48 - 79) + (59 + 70))
176,4,83,37.79329746573238,0,2,0,2,2,2,2,1,0,1,106,7,48.5,1,2.0,3,0,2,1,0,2,"[93, 31, 10, 72]",100,((31 - (93 - 72)) * 10)
177,3,49,24.515301344262525,1,1,0,2,1,2,1,1,0,0,12,26,50.0,0,1.9084850188786497,2,1,1,0,0,1,"[32, 55, 6]",81,((32 + 55) - 6)
178,3,65,35.21836642056717,0,1,0,2,1,2,1,0,2,1,56,9,31.333333333333336,1,1.8750612633917,2,1,1,0,0,1,"[19, 28, 84]",75,((19 - 28) + 84)
179,4,25,11.633285577743433,1,0,0,2,2,2,2,0,1,1,39,10,18.0,1,1.568201724066995,3,2,0,0,1,1,"[26, 27, 21, 2]",37,((26 + (27 + 21)) / 2)
180,3,56,29.866369046136157,0,2,0,3,0,3,1,0,0,0,156,66,44.0,2,1.0791812460476249,2,1,1,0,0,1,"[68, 22, 78]",12,((68 + 22) - 78)
181,3,33,17.3877351409933,0,0,0,1,2,1,2,1,0,1,30,26,39.333333333333336,0,1.8692317197309762,2,1,1,0,0,1,"[48, 15, 41]",74,((48 - 15) + 41)
182,4,26,11.69045194450012,1,0,0,2,2,2,1,1,0,1,21,39,48.0,0,1.8512583487190752,3,1,1,1,0,1,"[6, 29, 25, 32]",71,((6 * (32 - 25)) + 29)
183,3,27,13.503086067019394,1,0,0,2,1,2,2,1,0,1,0,19,32.66666666666667,1,1.6901960800285136,2,2,0,0,0,0,"[30, 16, 3]",49,((30 + 16) + 3)
184,3,58,29.36551265231604,0,2,0,2,1,2,1,1,0,1,106,21,10.666666666666664,0,1.8388490907372552,2,1,1,0,0,1,"[90, 53, 32]",69,((90 - 53) + 32)
185,4,48,21.05548226313834,1,0,0,2,2,2,2,1,1,0,26,17,43.0,4,1.8195439355418688,3,2,1,0,0,1,"[1, 49, 12, 30]",66,((49 - (1 + 12)) + 30)
186,4,51,22.166040091395065,0,3,0,2,2,2,2,1,1,1,243,83,51.0,0,1.1139433523068367,3,1,1,0,1,2,"[96, 45, 56, 59]",13,((96 / (56 - 59)) + 45)
187,4,85,44.96202101032974,1,2,0,3,1,3,0,2,0,0,98,7,34.75,5,1.8976270912904414,3,1,1,0,1,2,"[80, 86, 10, 1]",79,((86 - (80 / 10)) + 1)
188,3,49,26.72701504720146,1,1,0,2,1,2,1,0,0,1,6,43,61.333333333333336,0,1.9777236052888478,2,1,1,0,0,1,"[46, 3, 52]",95,((46 - 3) + 52)
189,3,39,19.5021366350801,0,2,0,1,2,1,0,0,0,2,68,19,38.666666666666664,0,1.9637878273455553,2,1,1,0,0,1,"[34, 53, 73]",92,((53 - 34) + 73)
190,4,42,20.049937655763422,0,2,0,2,2,2,0,0,1,1,166,10,8.0,1,1.8195439355418688,2,1,2,0,0,2,"[76, 34, 73, 49]",66,((76 - 34) + (73 - 49))
191,3,56,28.478061731796284,0,2,0,2,1,2,1,0,0,1,146,37,12.0,0,1.7403626894942439,2,1,1,0,0,1,"[92, 36, 73]",55,((92 + 36) - 73)
192,4,88,42.186095655638326,0,2,0,0,4,0,1,1,0,2,192,65,22.5,3,1.5314789170422551,2,2,1,0,0,1,"[99, 31, 85, 11]",34,((99 + 31) - (85 + 11))
193,3,57,32.624121954978854,0,1,0,2,1,2,2,1,0,0,32,1,36.666666666666664,0,1.8512583487190752,2,1,1,0,0,1,"[16, 15, 72]",71,((15 - 16) + 72)
194,4,21,9.844626283748239,0,4,0,1,3,1,1,0,2,1,328,67,58.75,0,1.4913616938342726,3,2,1,0,0,1,"[97, 77, 87, 98]",31,((97 - (77 + 87)) + 98)
195,4,59,28.825625173908485,0,2,0,3,1,3,1,2,1,0,133,15,41.75,0,2.0,2,1,0,1,1,1,"[85, 80, 26, 42]",100,((85 * 80) / (26 + 42))
196,4,79,34.322004603461025,1,2,0,2,2,2,3,1,1,1,149,69,26.0,0,1.1760912590556813,3,1,1,1,0,1,"[24, 84, 51, 5]",15,((84 - (24 * 5)) + 51)
197,3,26,14.46835627614047,0,3,0,3,0,3,2,0,0,0,108,2,14.666666666666664,1,1.8808135922807914,2,1,1,0,0,1,"[78, 54, 52]",76,((78 - 54) + 52)
198,3,50,25.059928172283335,0,1,0,0,3,0,1,0,1,2,42,22,48.0,0,1.968482948553935,2,1,1,0,0,1,"[71, 21, 43]",93,((71 - 21) + 43)
199,4,79,32.27357019812548,0,3,0,1,3,1,2,0,1,1,130,12,28.25,0,1.9084850188786497,2,1,2,0,0,2,"[14, 53, 93, 51]",81,((53 - 14) + (93 - 51))
200,3,58,33.4863156129983,2,1,1,0,3,0,0,1,2,2,28,14,24.666666666666668,1,1.7075701760979363,2,1,1,0,0,1,"[7, 7, 65]",51,(65 - (7 + 7))
201,4,57,26.119915773217954,1,1,0,3,1,3,0,0,2,1,39,2,36.75,4,1.792391689498254,2,1,1,1,0,1,"[64, 14, 16, 7]",62,((14 - 64) + (16 * 7))
202,4,34,16.06237840420901,0,4,1,2,2,2,0,1,0,1,289,44,34.0,1,1.7075701760979363,2,1,1,0,1,2,"[92, 95, 61, 92]",51,((92 + 61) / (95 - 92))
203,4,63,27.742866951104144,1,1,0,2,2,2,1,2,0,1,100,46,8.5,3,1.3424226808222062,3,2,0,0,1,1,"[15, 68, 5, 34]",22,((15 + (68 / 34)) + 5)
204,4,57,30.692018506445613,0,2,0,2,2,2,3,0,1,1,97,21,50.0,0,1.99563519459755,3,1,1,0,1,2,"[73, 24, 78, 21]",99,(73 + (78 / (24 - 21)))
205,4,68,29.57899029153407,1,1,0,1,3,1,2,0,1,2,53,23,57.25,2,1.9731278535996986,2,1,1,1,0,1,"[49, 71, 24, 3]",94,((71 - 49) + (24 * 3))
206,3,51,25.501633934580216,0,1,0,1,2,1,0,0,0,2,86,26,0.6666666666666643,2,1.6232492903979006,2,1,1,0,0,1,"[43, 68, 17]",42,((68 - 43) + 17)
207,3,12,6.0,0,0,0,3,0,3,0,1,0,0,76,6,12.0,0,1.7481880270062005,2,1,1,0,0,1,"[50, 44, 38]",56,((50 + 44) - 38)
208,4,77,33.37164465031154,1,1,0,2,2,2,1,0,0,1,69,4,46.5,0,1.9294189257142929,2,1,1,1,0,1,"[4, 22, 81, 47]",85,((4 * 47) - (22 + 81))
209,4,80,34.00367627183861,1,2,0,3,1,3,0,0,0,2,119,8,25.75,2,1.8692317197309762,2,1,1,1,0,1,"[47, 62, 2, 82]",74,((47 * 2) + (62 - 82))
210,3,17,8.54400374531753,1,0,0,1,2,1,1,1,0,2,11,27,35.0,0,1.6720978579357175,2,0,1,1,0,1,"[20, 3, 13]",47,((20 * 3) - 13)
211,3,24,12.858201014657272,0,0,0,3,0,3,2,0,1,0,48,4,18.666666666666664,1,1.7160033436347992,2,1,1,0,0,1,"[24, 28, 48]",52,((28 - 24) + 48)
212,3,69,39.272551907577046,0,1,0,2,1,2,1,1,0,0,36,2,43.333333333333336,0,1.919078092376074,2,1,1,0,0,1,"[16, 85, 18]",83,((16 + 85) - 18)
213,4,70,29.736341402398512,1,1,0,1,3,1,0,2,2,1,65,7,46.75,1,1.9242792860618816,3,1,1,1,0,1,"[25, 77, 7, 40]",84,((77 - (25 + 40)) * 7)
214,3,18,10.392304845413264,0,3,1,3,0,3,0,0,0,0,128,0,12.0,1,1.9138138523837167,2,1,1,0,0,1,"[64, 64, 82]",82,((64 - 64) + 82)
215,4,67,31.159535726109056,2,1,0,3,1,3,2,0,0,0,37,18,28.25,5,1.6989700043360187,2,1,1,1,0,1,"[1, 68, 12, 6]",50,((1 * 68) - (12 + 6))
216,4,10,4.795831523312719,0,0,0,2,2,2,1,2,0,2,45,27,31.5,1,1.7558748556724915,3,0,2,1,0,2,"[29, 20, 23, 30]",57,((29 * (23 - 20)) - 30)
217,4,90,39.91240408695021,1,3,0,0,4,0,4,0,0,1,141,0,34.5,5,1.968482948553935,2,1,1,1,0,1,"[81, 3, 57, 93]",93,((81 * 3) - (57 + 93))
218,3,44,24.8461935381123,0,2,0,3,0,3,0,1,0,0,124,6,9.333333333333329,1,1.8808135922807914,2,0,1,1,0,1,"[82, 38, 80]",76,((82 - 80) * 38)
219,4,49,22.037846234754127,2,0,0,2,2,2,1,2,0,0,16,4,36.5,6,1.7323937598229686,3,1,0,1,1,1,"[10, 50, 9, 1]",54,(9 * ((50 / 10) + 1))
220,4,41,18.625699092025155,0,2,0,1,3,1,2,0,2,2,180,27,2.25,2,1.7558748556724915,2,2,1,0,0,1,"[84, 63, 43, 47]",57,((84 + 63) - (43 + 47))
221,4,30,13.403979508588733,0,3,0,0,4,0,2,1,1,1,164,17,6.5,0,1.662757831681574,3,0,1,0,2,3,"[55, 59, 33, 63]",46,((55 / (33 / 63)) - 59)
222,3,44,24.090108620206205,0,1,0,2,1,2,1,1,1,0,20,39,55.333333333333336,0,1.968482948553935,2,1,1,0,0,1,"[10, 49, 54]",93,((49 - 10) + 54)
223,4,55,25.773047937719745,0,1,0,3,1,3,0,1,0,1,158,35,3.25,1,1.7558748556724915,3,1,0,1,1,1,"[37, 92, 46, 40]",57,(37 + ((46 / 92) * 40))
224,3,96,48.22171018673367,1,1,0,3,0,3,1,0,2,1,84,40,10.666666666666664,4,1.7634279935629373,2,1,1,0,0,1,"[2, 98, 42]",58,((2 + 98) - 42)
225,4,69,28.64000698323937,1,1,0,1,3,1,3,0,0,2,62,1,37.75,3,1.8512583487190752,2,2,1,0,0,1,"[27, 31, 72, 3]",71,((27 - 31) + (72 + 3))
226,4,86,35.78058132562969,1,2,0,3,1,3,3,3,0,0,165,56,15.75,3,1.5314789170422551,3,1,0,1,1,1,"[45, 60, 90, 4]",34,((45 * (60 / 90)) + 4)
227,4,87,43.912792365475156,0,2,0,2,2,2,2,1,0,1,190,75,29.5,0,1.380211241711606,2,1,2,0,0,2,"[83, 99, 20, 12]",24,((99 - 83) + (20 - 12))
228,3,29,14.571661996262929,0,1,0,1,2,1,2,0,1,0,112,46,30.666666666666664,0,1.0,2,1,1,0,0,1,"[27, 39, 56]",10,((27 + 39) - 56)
229,4,82,45.65815005742859,2,2,0,2,2,2,1,1,0,1,109,19,23.0,1,1.8260748027008264,3,1,1,0,1,2,"[4, 5, 81, 86]",67,(86 + ((5 - 81) / 4))
230,3,20,11.547005383792516,0,3,1,3,0,3,1,0,0,0,192,40,26.66666666666667,1,1.7481880270062005,2,1,1,0,0,1,"[76, 76, 96]",56,((76 + 76) - 96)
231,4,77,35.07135583350036,0,3,0,2,2,2,3,1,1,1,256,84,55.0,0,1.0791812460476249,3,1,1,0,1,2,"[90, 96, 19, 63]",12,(96 / (90 - (19 + 63)))
232,3,41,22.143471573656495,1,0,0,2,1,2,1,0,0,1,9,50,65.66666666666667,0,1.9731278535996986,2,0,1,1,0,1,"[3, 44, 38]",94,((3 * 44) - 38)
233,3,42,23.96525262402492,0,2,0,2,1,2,2,1,0,1,178,41,26.66666666666667,0,1.6901960800285136,2,1,1,0,0,1,"[90, 89, 48]",49,((90 - 89) + 48)
234,4,78,32.37282811247729,0,1,0,4,0,4,3,2,1,0,84,10,54.0,1,2.0,2,2,1,0,0,1,"[12, 40, 90, 42]",100,((12 + 40) + (90 - 42))
235,3,16,8.326663997864532,2,0,0,3,0,3,0,1,0,0,16,28,37.333333333333336,2,1.6812412373755872,2,0,1,1,0,1,"[4, 20, 8]",48,(4 * (20 - 8))
236,3,69,34.847285881877994,0,1,0,1,2,1,1,0,0,1,104,52,14.666666666666664,1,1.4771212547196624,2,1,1,0,0,1,"[39, 82, 13]",30,(82 - (39 + 13))
237,4,68,27.921019561135896,1,1,0,1,3,1,0,1,0,3,143,63,28.25,0,1.0,3,0,2,1,0,2,"[73, 41, 34, 5]",10,((41 - (73 - 34)) * 5)
238,3,34,18.35755975068582,0,0,0,2,1,2,1,1,1,0,42,5,16.0,0,1.6532125137753437,2,1,1,0,0,1,"[21, 50, 16]",45,((50 - 21) + 16)
239,3,48,26.38812864401971,1,0,0,1,2,1,0,0,1,0,0,45,62.66666666666667,3,1.9731278535996986,2,2,0,0,0,0,"[49, 44, 1]",94,((49 + 44) + 1)
240,3,36,19.73153144926499,2,0,0,0,3,0,0,1,0,2,1,5,27.666666666666664,2,1.6232492903979006,2,1,0,1,0,0,"[37, 5, 1]",42,((37 + 5) * 1)
241,4,51,21.54646142641524,0,2,0,3,1,3,0,1,2,1,130,9,13.25,0,1.7853298350107671,2,1,2,0,0,2,"[46, 56, 70, 19]",61,((56 - 46) + (70 - 19))
242,4,44,19.183326093250876,0,1,0,0,4,0,0,2,1,2,61,32,50.0,2,1.9395192526186185,2,2,0,0,1,1,"[11, 55, 35, 47]",87,((55 / 11) + (35 + 47))
243,4,83,34.02327634625057,1,1,0,3,1,3,0,2,0,1,85,4,47.75,2,1.9637878273455553,2,1,1,1,0,1,"[5, 40, 88, 44]",92,((5 * 44) - (40 + 88))
244,4,50,25.96632434519757,0,3,0,3,1,3,3,0,1,0,217,16,7.25,1,1.9138138523837167,2,0,1,0,2,3,"[98, 57, 48, 96]",82,((98 - 57) / (48 / 96))
245,3,23,11.532562594670797,0,1,0,1,2,1,1,0,0,1,114,33,22.0,0,1.380211241711606,2,1,1,0,0,1,"[57, 34, 47]",24,((34 - 57) + 47)
246,4,32,15.75595125658873,0,0,0,1,3,1,0,0,1,2,121,31,16.75,0,1.255272505103306,2,0,2,1,0,2,"[49, 26, 47, 17]",18,((49 - 47) * (26 - 17))
247,3,64,36.38681079732051,0,1,0,3,0,3,1,0,1,0,68,2,44.0,1,2.0,2,1,1,0,0,1,"[34, 36, 98]",100,((36 - 34) + 98)
248,3,30,17.03917055884274,0,3,0,2,1,2,0,1,0,0,188,59,39.33333333333333,0,1.5440680443502757,2,1,1,0,0,1,"[65, 64, 94]",35,((65 + 64) - 94)
249,3,65,37.242448899072144,0,1,0,1,2,1,1,0,0,2,74,37,6.0,0,1.662757831681574,2,1,1,0,0,1,"[19, 83, 18]",46,(83 - (19 + 18))
250,4,78,37.925365302569375,0,2,0,0,4,0,0,1,1,2,145,50,5.5,3,1.6127838567197355,3,1,1,0,1,2,"[17, 13, 91, 65]",41,(65 - (17 + (91 / 13)))
251,3,74,38.0,0,1,0,3,0,3,1,0,0,0,88,22,20.0,2,1.8692317197309762,2,1,1,0,0,1,"[44, 96, 22]",74,((96 - 44) + 22)
252,3,59,32.2335229225724,1,2,0,1,2,1,1,1,0,1,114,52,30.0,0,1.0791812460476249,2,1,1,0,0,1,"[57, 5, 64]",12,((5 - 57) + 64)
253,4,56,24.569628948493843,0,2,0,4,0,4,1,2,0,0,202,44,11.5,1,1.7160033436347992,3,0,1,0,2,3,"[40, 68, 96, 50]",52,((96 / (40 / 50)) - 68)
254,3,76,39.88734135035826,1,1,0,1,2,1,1,0,1,2,29,2,47.0,1,1.9294189257142929,2,0,1,1,0,1,"[7, 83, 24]",85,((7 * 24) - 83)
255,4,76,35.71647612330571,1,2,0,4,0,4,2,0,1,1,103,17,45.5,5,1.9777236052888478,3,0,2,0,1,3,"[42, 78, 2, 76]",95,(78 - ((42 - 76) / 2))
256,4,76,35.54340070017687,1,2,0,2,2,2,0,1,1,1,189,65,36.0,2,1.1760912590556813,2,1,1,1,0,1,"[80, 4, 43, 77]",15,((4 * 43) - (80 + 77))
257,4,39,15.937377450509228,1,0,0,2,2,2,3,0,2,1,61,15,5.0,3,1.4313637641589874,3,2,0,0,1,1,"[3, 42, 22, 21]",27,((3 + (42 / 21)) + 22)
258,3,12,6.429100507328637,0,2,0,0,3,0,0,1,0,2,86,10,14.666666666666664,0,1.8129133566428555,2,1,1,0,0,1,"[43, 55, 53]",65,((55 - 43) + 53)
259,4,40,18.117670931993437,0,2,0,1,3,1,1,0,0,2,140,18,6.25,2,1.7403626894942439,2,2,1,0,0,1,"[52, 73, 33, 37]",55,((52 + 73) - (33 + 37))
260,3,35,17.502380790433435,0,3,0,1,2,1,2,0,0,0,162,17,0.6666666666666714,1,1.9138138523837167,2,1,1,0,0,1,"[64, 99, 81]",82,((64 + 99) - 81)
261,4,61,27.451472334527583,1,2,0,3,1,3,2,2,0,1,120,11,11.25,2,1.7403626894942439,3,2,1,0,0,1,"[5, 66, 60, 44]",55,((5 + (66 - 60)) + 44)
263,4,80,35.81433604950212,0,3,0,4,0,4,1,3,0,0,234,76,48.0,5,1.146128035678238,3,1,1,0,1,2,"[90, 10, 80, 68]",14,(90 - ((80 / 10) + 68))
264,4,79,38.74166577041657,2,2,0,1,3,1,1,2,0,2,131,69,23.75,2,1.0791812460476249,3,1,1,0,1,2,"[81, 55, 5, 2]",12,(55 - ((81 + 5) / 2))
265,4,41,18.33712082089225,1,0,0,1,3,1,0,1,0,3,31,30,49.25,0,1.8808135922807914,3,1,1,1,0,1,"[19, 5, 46, 37]",76,(19 * (46 - (5 + 37)))
266,3,17,9.539392014169456,0,3,0,1,2,1,1,0,1,0,187,17,11.0,1,1.8864907251724818,2,0,1,1,0,1,"[93, 77, 94]",77,(77 * (94 - 93))
267,4,59,27.23355773061365,1,2,0,2,2,2,1,1,1,1,51,27,55.5,0,1.9590413923210936,3,0,2,1,0,2,"[21, 5, 52, 64]",91,((5 * (52 - 21)) - 64)
268,4,79,36.52396473549935,1,2,0,2,2,2,3,2,0,0,150,75,30.0,3,1.0,3,2,1,0,0,1,"[54, 15, 6, 85]",10,(85 - (54 + (15 + 6)))
269,4,90,37.41991448413532,1,3,0,3,1,3,0,0,0,1,165,44,3.75,1,1.6989700043360187,3,1,1,1,0,1,"[4, 53, 94, 64]",50,((4 * (53 - 64)) + 94)
270,3,64,33.47138081007913,1,2,0,1,2,1,2,1,0,1,53,6,32.333333333333336,0,1.8750612633917,2,0,1,1,0,1,"[54, 5, 69]",75,(5 * (69 - 54))
271,4,56,27.035470527931757,0,1,1,3,1,3,1,1,4,0,27,22,62.25,3,1.9637878273455553,2,2,0,0,1,1,"[14, 70, 14, 21]",92,((14 / 14) + (70 + 21))
272,3,32,16.502525059315417,0,0,0,1,2,1,0,0,1,1,52,9,9.333333333333332,0,1.6020599913279625,2,1,1,0,0,1,"[26, 49, 17]",40,((49 - 26) + 17)
273,4,45,19.261360284258224,1,0,0,2,2,2,1,3,0,2,34,18,42.5,3,1.8325089127062364,2,2,1,0,0,1,"[50, 17, 30, 5]",68,((50 - 17) + (30 + 5))
274,3,59,33.50124375800596,0,2,0,1,2,1,0,1,0,1,190,57,36.66666666666667,0,1.6020599913279625,2,1,1,0,0,1,"[38, 97, 95]",40,((38 + 97) - 95)
275,4,61,28.087660398592593,0,2,0,3,1,3,1,2,0,0,176,19,7.75,1,1.8388490907372552,2,2,1,0,0,1,"[50, 80, 27, 88]",69,((50 + 80) + (27 - 88))
276,4,69,33.75771516754849,2,2,0,1,3,1,2,0,1,0,120,52,11.25,1,1.3979400086720377,2,2,1,0,0,1,"[8, 77, 9, 51]",25,((8 + 77) - (9 + 51))
277,4,80,42.6096624409691,1,2,0,3,1,3,0,1,1,1,111,22,17.25,2,1.7781512503836436,2,1,1,1,0,1,"[10, 2, 82, 77]",60,((10 + 2) * (82 - 77))
278,3,17,8.736894948054106,0,3,0,2,1,2,1,0,0,0,176,12,4.666666666666671,0,1.9084850188786497,2,1,1,0,0,1,"[93, 76, 88]",81,((93 + 76) - 88)
279,4,39,20.346989949375804,0,2,0,2,2,2,3,0,1,0,165,43,24.0,1,1.3617278360175928,3,1,1,0,1,2,"[63, 27, 32, 66]",23,((27 / (63 - 66)) + 32)
280,4,21,9.556847457887633,0,3,0,2,2,2,2,0,0,1,209,30,23.0,0,1.591064607026499,2,1,1,0,1,2,"[64, 67, 48, 69]",39,((48 + 69) / (67 - 64))
281,4,79,34.79822792423009,1,3,0,1,3,1,2,2,0,0,223,74,45.25,1,1.146128035678238,3,0,2,0,1,3,"[75, 88, 9, 65]",14,(9 - (65 / (75 - 88)))
282,3,56,28.29016319029166,0,1,0,2,1,2,2,0,0,0,114,57,26.666666666666664,0,1.2304489213782739,2,1,1,0,0,1,"[74, 18, 39]",17,(74 - (18 + 39))
283,3,35,17.61628034896508,0,2,0,1,2,1,2,0,0,1,86,14,32.666666666666664,1,1.9637878273455553,2,1,1,0,0,1,"[78, 43, 57]",92,((78 - 43) + 57)
284,3,33,16.502525059315417,0,2,0,2,1,2,1,1,1,1,74,17,33.333333333333336,0,1.9395192526186185,2,1,1,0,0,1,"[70, 37, 54]",87,((70 - 37) + 54)
285,3,71,35.837596645608556,0,2,0,2,1,2,1,0,0,1,124,44,11.333333333333336,1,1.6532125137753437,2,1,1,0,0,1,"[89, 18, 62]",45,((89 + 18) - 62)
286,4,28,12.632629707758133,0,2,0,1,3,1,2,0,0,1,142,24,10.75,1,1.5185139398778875,2,0,1,1,1,2,"[57, 29, 38, 51]",33,((57 / 38) * (51 - 29))
287,4,68,29.320072760255332,0,3,0,4,0,4,2,0,0,0,246,80,52.5,1,1.0791812460476249,3,1,0,1,1,1,"[64, 92, 78, 24]",12,((78 / (64 + 92)) * 24)
288,3,94,47.014182257413914,1,1,0,1,2,1,0,1,0,0,92,45,2.6666666666666643,2,1.6989700043360187,2,1,1,0,0,1,"[46, 1, 95]",50,((1 - 46) + 95)
289,3,74,38.59188170241681,1,1,0,3,0,3,1,0,0,0,79,53,9.666666666666664,1,1.3979400086720377,2,1,0,0,1,1,"[4, 22, 78]",25,((22 + 78) / 4)
290,3,74,37.018013633004855,0,2,0,2,1,2,1,0,1,1,166,83,45.333333333333336,0,1.1760912590556813,2,1,1,0,0,1,"[98, 59, 24]",15,(98 - (59 + 24))
291,4,17,7.932002689527196,1,0,0,3,1,3,2,1,0,0,8,45,55.25,1,1.8512583487190752,3,0,2,1,0,2,"[18, 26, 10, 9]",71,((10 * (26 - 18)) - 9)
292,3,46,23.028967265887832,0,1,0,1,2,1,1,2,0,1,80,25,2.6666666666666643,0,1.5563025007672873,2,1,1,0,0,1,"[61, 40, 15]",36,((61 - 40) + 15)
293,4,86,41.525092815469215,1,2,0,2,2,2,0,0,0,2,89,9,41.5,0,1.9294189257142929,3,1,1,0,1,2,"[11, 61, 94, 8]",85,(94 - ((11 + 61) / 8))
294,3,61,32.51153641401772,0,1,0,1,2,1,1,2,0,0,90,11,26.0,1,1.9242792860618816,2,1,1,0,0,1,"[45, 95, 34]",84,((95 - 45) + 34)
